entrez	symbol	chr_pos	full_name	probe_id	ENST
83890	SPATA9	5q15	spermatogenesis associated 9	2867788	ENST00000316087
83891	SNX25	4q35.1	sorting nexin 25	2754582	ENST00000264694
83892	KCTD10	12q24.11	potassium channel tetramerisation domain containing 10	3470793	ENST00000228495
83893	SPATA16	3q26.31	spermatogenesis associated 16	2705820	ENST00000351008
83894	TTC29	4q31.22	tetratricopeptide repeat domain 29	2788603	ENST00000325106
83895	KRTAP1-5	17q12-q21	keratin associated protein 1-5	3756676	ENST00000361883
83896	KRTAP3-1	17q12-q21	keratin associated protein 3-1	3756668	ENST00000391588
83897	KRTAP3-2	17q12-q21	keratin associated protein 3-2	3756656	ENST00000391587
83900	KRTAP9-3	17q12-q21	keratin associated protein 9-3	3721251	ENST00000377719
83902	KRTAP17-1	17q12-q21	keratin associated protein 17-1	3756856	ENST00000334202
83903	GSG2	17p13	germ cell associated 2 (haspin)	3706753	ENST00000325418
83930	STARD3NL	7p14-p13	STARD3 N-terminal like	2997952	ENST00000009041
83931	STK40	1p34.3	serine/threonine kinase 40	2406677	ENST00000373129
83932	C1orf124	1q42.12-q43	chromosome 1 open reading frame 124	2385258	ENST00000391858
83933	HDAC10	22q13.31	histone deacetylase 10	3965697	ENST00000216271
83937	RASSF4	10q11.21	Ras association (RalGDS/AF-6) domain family member 4	3244488	ENST00000340258
83938	C10orf11	10q22.3	chromosome 10 open reading frame 11	3252690	ENST00000372499
83939	EIF2A	3q25.1	eukaryotic translation initiation factor 2A, 65kDa	2647742	ENST00000460851
83940	TATDN1	8q24.13	TatD DNase domain containing 1	3151943	ENST00000276692
83941	TM2D1	1p31.3	TM2 domain containing 1	2415728	ENST00000371180
83942	TSSK1B	5q22.2	testis-specific serine kinase 1B	2871396	ENST00000390666
83943	IMMP2L	7q31	IMP2 inner mitochondrial membrane peptidase-like (S. cerevisiae)	3067890	ENST00000405709
83953	FCAMR	1q32.1	Fc receptor, IgA, IgM, high affinity	2453036	ENST00000400962
83954	FKSG83	6p22.1	FKSG83	2899874	NA
83955	NACAP1	8q22.3	nascent-polypeptide-associated complex alpha polypeptide pseudogene 1	3109600	NA
83956	RACGAP1P	12q12	Rac GTPase activating protein 1 pseudogene	3451960	ENST00000454520
83957	FKSG43	Xq12	FERM domain-containing protein 8 pseudogene	4010913	ENST00000317568
83959	SLC4A11	20p12	solute carrier family 4, sodium borate transporter, member 11	3895330	ENST00000380056
83982	IFI27L2	14q32.12	interferon, alpha-inducible protein 27-like 2	3577545	ENST00000238609
83983	TSSK6	19p13.11	testis-specific serine kinase 6	3855795	ENST00000360913
83985	SPNS1	16p11.2	spinster homolog 1 (Drosophila)	3655172	ENST00000311008
83986	ITFG3	16p13.3	integrin alpha FG-GAP repeat containing 3	3642707	ENST00000399932
83987	CCDC8	19q13.32	coiled-coil domain containing 8	3865973	ENST00000307522
83988	NCALD	8q22.2	neurocalcin delta	3147173	ENST00000395921
83989	FAM172A	5q15	family with sequence similarity 172, member A	2867145	ENST00000395965
83990	BRIP1	17q22.2	BRCA1 interacting protein C-terminal helicase 1	3765580	ENST00000259008
83992	CTTNBP2	7q31	cortactin binding protein 2	3069470	ENST00000160373
83998	REG4	1p13.1-p12	regenerating islet-derived family, member 4	2431066	ENST00000354219
83999	KREMEN1	22q12.1	kringle containing transmembrane protein 1	3941793	ENST00000400335
84000	TMPRSS13	11q23	transmembrane protease, serine 13	3393536	ENST00000336500
84002	B3GNT5	3q28	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 5	2654967	ENST00000326505
84033	OBSCN	1q42.13	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF	2383999	ENST00000284548
84034	EMILIN2	18p11.3	elastin microfibril interfacer 2	3776279	ENST00000254528
84056	KATNAL1	13q12.3	katanin p60 subunit A-like 1	3507962	ENST00000380615
84057	MND1	4q31.3	meiotic nuclear divisions 1 homolog (S. cerevisiae)	2748163	ENST00000240488
84058	WDR54	2p13.1	WD repeat domain 54	2489228	ENST00000348227
84059	GPR98	5q13	G protein-coupled receptor 98	2819779	ENST00000405460
84060	C7orf64	7q21.2	chromosome 7 open reading frame 64	3012677	ENST00000265732
84061	MAGT1	Xq21.1	magnesium transporter 1	4013359	ENST00000358075
84062	DTNBP1	6p22.3	dystrobrevin binding protein 1	2943236	ENST00000338950
84063	KIRREL2	19q13.12	kin of IRRE like 2 (Drosophila)	3830925	ENST00000360202
84064	HDHD2	18q21.1	haloacid dehalogenase-like hydrolase domain containing 2	3806689	ENST00000300605
84065	TMEM222	1p36.11	transmembrane protein 222	2326954	ENST00000374076
84066	C1orf49	1q25.2	chromosome 1 open reading frame 49	2369252	ENST00000319416
84067	FAM160A2	11p15.4	family with sequence similarity 160, member A2	3360772	ENST00000265978
84068	SLC10A7	4q31.22	solute carrier family 10 (sodium/bile acid cotransporter family), member 7	2788511	ENST00000335472
84069	PLEKHN1	1p36.33	pleckstrin homology domain containing, family N member 1	4053495	ENST00000379410
84070	FAM186B	12q13.12	family with sequence similarity 186, member B	3453969	ENST00000257894
84071	ARMC2	6q21	armadillo repeat containing 2	2920619	ENST00000392644
84072	HORMAD1	1q21.3	HORMA domain containing 1	2434546	ENST00000361824
84073	MYCBPAP	17q21.33	MYCBP associated protein	3726498	ENST00000323776
84074	QRICH2	17q25.1	glutamine rich 2	3771464	ENST00000262765
84075	FSCB	14q21.2	fibrous sheath CABYR binding protein	3562557	ENST00000340446
84076	TKTL2	4q32.2	transketolase-like 2	2792161	ENST00000280605
84077	C3orf20	3p25.1	chromosome 3 open reading frame 20	2612012	ENST00000253697
84078	KBTBD7	13q14.11	kelch repeat and BTB (POZ) domain containing 7	3511168	ENST00000379483
84079	ANKRD27	19q13.11	ankyrin repeat domain 27 (VPS9 domain)	3858659	ENST00000306065
84080	C16orf48	16q22.1	chromosome 16 open reading frame 48	3695819	ENST00000243878
84081	CCDC55	17q11.2	coiled-coil domain containing 55	2343170	ENST00000247026
84083	ZRANB3	2q21.3	zinc finger, RAN-binding domain containing 3	2577700	ENST00000264159
84084	RAB6C	2q21.1	RAB6C, member RAS oncogene family	2505293	ENST00000310653
84085	FBXO30	6q24	F-box protein 30	2978026	ENST00000237281
84099	ID2B	3p14.2	inhibitor of DNA binding 2B, dominant negative helix-loop-helix protein (pseudogene)	2679299	ENST00000396290
84100	ARL6	3q11.2	ADP-ribosylation factor-like 6	2632919	ENST00000493990
84101	USP44	12q22	ubiquitin specific peptidase 44	3466499	ENST00000258499
84102	SLC41A2	12q23.3	solute carrier family 41, member 2	3469180	ENST00000378068
84103	C4orf17	4q23	chromosome 4 open reading frame 17	2737220	ENST00000326581
84105	PCBD2	5q31.1	pterin-4 alpha-carbinolamine dehydratase/dimerization cofactor of hepatocyte nuclear factor 1 alpha (TCF1) 2	2829589	ENST00000512783
84106	PRAM1	19p13.2	PML-RARA regulated adaptor molecule 1	3848984	ENST00000423345
84107	ZIC4	3q24	Zic family member 4	2699844	ENST00000383075
84108	PCGF6	10q24.33	polycomb group ring finger 6	3304718	ENST00000369847
84109	QRFPR	4q27	pyroglutamylated RFamide peptide receptor	2783978	ENST00000394427
84124	ZNF394	7q22.1	zinc finger protein 394	3063337	ENST00000337673
84125	LRRIQ1	12q21.31	leucine-rich repeats and IQ motif containing 1	3424705	ENST00000393217
84126	ATRIP	3p21.31	ATR interacting protein	2621705	ENST00000320211
84127	RUNDC2A	16p13.13	RUN domain containing 2A	3648412	ENST00000268271
84128	WDR75	2q32.2	WD repeat domain 75	2519756	ENST00000314761
84129	ACAD11	3q22.1	acyl-CoA dehydrogenase family, member 11	2695648	ENST00000264990
84134	TOMM40L	1q23.3	translocase of outer mitochondrial membrane 40 homolog (yeast)-like	2363579	ENST00000367988
84135	UTP15	5q13.2	UTP15, U3 small nucleolar ribonucleoprotein, homolog (S. cerevisiae)	2815455	ENST00000296792
84138	SLC7A6OS	16q22.1	solute carrier family 7, member 6 opposite strand	3696295	ENST00000263997
84141	FAM176A	2p12	family with sequence similarity 176, member A	2560625	ENST00000410113
84142	FAM175A	4q21.23	family with sequence similarity 175, member A	2776088	ENST00000321945
84146	ZNF644	1p22.2	zinc finger protein 644	2422517	ENST00000370440
84148	MYST1	16p11.2	MYST histone acetyltransferase 1	3656855	ENST00000448516
84152	PPP1R1B	17q12	protein phosphatase 1, regulatory (inhibitor) subunit 1B	3720322	ENST00000254079
84153	RNASEH2C	11q13.1	ribonuclease H2, subunit C	3377826	ENST00000308418
84154	RPF2	6q21	ribosome production factor 2 homolog (S. cerevisiae)	2921374	ENST00000441448
84162	KIAA1109	4q27	KIAA1109	2741901	ENST00000264501
84163	GTF2IRD2	7q11.23	GTF2I repeat domain containing 2	3056656	ENST00000405086
84164	ASCC2	22q12.1	activating signal cointegrator 1 complex subunit 2	3957003	ENST00000397771
84166	NLRC5	16q13	NLR family, CARD domain containing 5	3662444	ENST00000262510
84167	C19orf44	19p13.11	chromosome 19 open reading frame 44	3823752	ENST00000221671
84168	ANTXR1	2p13.1	anthrax toxin receptor 1	2487082	ENST00000303714
84171	LOXL4	10q24	lysyl oxidase-like 4	3302693	ENST00000260702
84172	POLR1B	2q13	polymerase (RNA) I polypeptide B, 128kDa	2500838	ENST00000263331
84173	ELMOD3	2p11.2	ELMO/CED-12 domain containing 3	2491523	ENST00000409890
84174	SLA2	20q11.23	Src-like-adaptor 2	3904508	ENST00000262866
84179	MFSD7	4p16.3	major facilitator superfamily domain containing 7	2756514	ENST00000322224
84181	CHD6	20q12	chromodomain helicase DNA binding protein 6	3906160	ENST00000373233
84182	FAM188B	7p14.3	family with sequence similarity 188, member B	2995491	ENST00000265299
84186	ZCCHC7	9p13.2	zinc finger, CCHC domain containing 7	3168700	ENST00000336755
84187	TMEM164	Xq22.3	transmembrane protein 164	3987029	ENST00000372073
84188	FAR1	11p15.2	fatty acyl CoA reductase 1	3321269	ENST00000354817
84189	SLITRK6	13q31.1	SLIT and NTRK-like family, member 6	3519840	ENST00000400286
84190	C12orf26	12q21.31	chromosome 12 open reading frame 26	3424379	ENST00000248306
84191	FAM96A	15q22.31	family with sequence similarity 96, member A	3628923	ENST00000300030
84193	SETD3	14q32.2	SET domain containing 3	3579205	ENST00000331768
84196	USP48	1p36.12	ubiquitin specific peptidase 48	2400718	ENST00000308271
84197	SGK196	8p11.21	protein kinase-like protein SgK196	3096545	ENST00000331373
84203	TXNDC2	---	thioredoxin domain containing 2 (spermatozoa)	3778589	ENST00000306084
84206	MEX3B	15q25.2	mex-3 homolog B (C. elegans)	3635737	ENST00000329713
84214	DKFZP434F142	7q11.21	hypothetical DKFZp434F142	3005252	NA
84215	ZNF541	19q13.33	zinc finger protein 541	3866649	ENST00000314121
84216	TMEM117	12q12	transmembrane protein 117	3412345	ENST00000266534
84217	ZMYND12	1p34.2	zinc finger, MYND-type containing 12	2408929	ENST00000372565
84219	WDR24	16p13.3	WD repeat domain 24	3675285	ENST00000293883
84221	C21orf56	21q22.3	chromosome 21 open reading frame 56	3935232	ENST00000291672
84222	TMEM191A	22q11.21	transmembrane protein 191A	3937715	NA
84223	IQCG	3q29	IQ motif containing G	2713664	ENST00000265239
84224	NBPF3	1p36.12	neuroblastoma breakpoint family, member 3	2324341	ENST00000318249
84225	ZMYND15	17p13.2	zinc finger, MYND-type containing 15	3707141	ENST00000433935
84226	C2orf16	2p23.3	chromosome 2 open reading frame 16	2474637	ENST00000408964
84229	CCDC135	16q21	coiled-coil domain containing 135	3662876	ENST00000360716
84230	LRRC8C	1p22.2	leucine rich repeat containing 8 family, member C	2345929	ENST00000370454
84231	TRAF7	16p13.3	TNF receptor-associated factor 7	3644541	ENST00000326181
84232	MAF1	8q24.3	MAF1 homolog (S. cerevisiae)	3120066	ENST00000322428
84233	TMEM126A	11q14.1	transmembrane protein 126A	3343008	ENST00000304511
84236	RHBDD1	2q36.3	rhomboid domain containing 1	2530330	ENST00000341329
84239	ATP13A4	3q29	ATPase type 13A4	2711205	ENST00000342695
84240	ZCCHC9	5q14.1	zinc finger, CCHC domain containing 9	2818079	ENST00000254037
84243	ZDHHC18	1p36.11	zinc finger, DHHC-type containing 18	2326749	ENST00000374142
84245	MRI1	19p13.2	methylthioribose-1-phosphate isomerase homolog (S. cerevisiae)	3822322	ENST00000040663
84246	MED10	5p15.31	mediator complex subunit 10	2847264	ENST00000255764
84247	LDOC1L	22q13.31	leucine zipper, down-regulated in cancer 1-like	3963289	ENST00000341255
84248	FYTTD1	3q29	forty-two-three domain containing 1	2659887	ENST00000241502
84249	PSD2	5q31.2	pleckstrin and Sec7 domain containing 2	2831436	ENST00000274710
84250	ANKRD32	5q15	ankyrin repeat domain 32	2820622	ENST00000265140
84251	SGIP1	1p31.3	SH3-domain GRB2-like (endophilin) interacting protein 1	2340695	ENST00000371037
84253	GARNL3	9q33.3	GTPase activating Rap/RanGAP domain-like 3	3189714	ENST00000373387
84254	CAMKK1	17p13.2	calcium/calmodulin-dependent protein kinase kinase 1, alpha	3741715	ENST00000348335
84255	SLC37A3	7q34	solute carrier family 37 (glycerol-3-phosphate transporter), member 3	3076076	ENST00000326232
84256	FLYWCH1	16p13.3	FLYWCH-type zinc finger 1	3645402	ENST00000416288
84258	SYT3	19q13.33	synaptotagmin III	3868557	ENST00000338916
84259	DCUN1D5	11q22.3	DCN1, defective in cullin neddylation 1, domain containing 5 (S. cerevisiae)	3388914	ENST00000260247
84260	TCHP	12q24.11	trichoplein, keratin filament binding	3431318	ENST00000312777
84261	FBXW9	19p13.2	F-box and WD repeat domain containing 9	3851630	ENST00000393261
84262	PSMG3	7p22.3	proteasome (prosome, macropain) assembly chaperone 3	3035408	ENST00000288607
84263	HSDL2	9q32	hydroxysteroid dehydrogenase like 2	3185205	ENST00000398805
84264	HAGHL	16p13.3	hydroxyacylglutathione hydrolase-like	3643360	ENST00000341413
84265	POLR3GL	1q21.1	polymerase (RNA) III (DNA directed) polypeptide G (32kD)-like	2432571	ENST00000369314
84266	ALKBH7	19p13.3	alkB, alkylation repair homolog 7 (E. coli)	3818395	ENST00000245812
84267	C9orf64	9q21.32	chromosome 9 open reading frame 64	3212277	ENST00000376344
84268	RPAIN	17p13.2	RPA interacting protein	3707715	ENST00000381209
84269	CHCHD5	2q13	coiled-coil-helix-coiled-coil-helix domain containing 5	2500875	ENST00000324913
84270	C9orf89	9q22.31	chromosome 9 open reading frame 89	3179669	ENST00000375464
84271	POLDIP3	22q13.2	polymerase (DNA-directed), delta interacting protein 3	3962494	ENST00000252115
84272	YIPF4	2p22.3	Yip1 domain family, member 4	2476176	ENST00000238831
84273	C4orf14	4q12	chromosome 4 open reading frame 14	2770427	ENST00000264230
84275	SLC25A33	1p36.22	solute carrier family 25, member 33	2319340	ENST00000302692
84276	NICN1	3p21.31	nicolin 1	2674526	ENST00000273598
84277	DNAJC30	7q11.23	DnaJ (Hsp40) homolog, subfamily C, member 30	3056211	ENST00000395176
84279	C2orf7	2p13.2	chromosome 2 open reading frame 7	2559494	ENST00000258083
84280	BTBD10	11p15.2	BTB (POZ) domain containing 10	3363645	ENST00000278174
84281	C2orf88	2q32.2	chromosome 2 open reading frame 88	2520069	ENST00000409870
84282	RNF135	17q11.2	ring finger protein 135	3716993	ENST00000328381
84283	TMEM79	1q22	transmembrane protein 79	2361447	ENST00000295694
84284	C1orf57	1q42.2	chromosome 1 open reading frame 57	2385696	ENST00000366628
84285	EIF1AD	11q13.1	eukaryotic translation initiation factor 1A domain containing	3378024	ENST00000312234
84286	TMEM175	4p16.3	transmembrane protein 175	2714376	ENST00000264771
84287	ZDHHC16	10q24.1	zinc finger, DHHC-type containing 16	3259836	ENST00000393760
84288	EFCAB2	1q44	EF-hand calcium binding domain 2	2389130	ENST00000366523
84289	ING5	2q37.3	inhibitor of growth family, member 5	2536757	ENST00000313552
84290	CAPNS2	16q12.2	calpain, small subunit 2	3661758	NA
84292	WDR83	19p13.2	WD repeat domain 83	3821805	ENST00000418543
84293	C10orf58	10q23.1	chromosome 10 open reading frame 58	3254488	ENST00000372181
84294	UTP23	8q24.11	UTP23, small subunit (SSU) processome component, homolog (yeast)	3112543	ENST00000309822
84295	PHF6	Xq26.3	PHD finger protein 6	3991650	ENST00000332070
84296	GINS4	8p11.21	GINS complex subunit 4 (Sld5 homolog)	3095766	ENST00000276533
84298	LLPH	12q14.3	LLP homolog, long-term synaptic facilitation (Aplysia)	3460584	ENST00000266604
84299	C17orf37	17q12	chromosome 17 open reading frame 37	3755839	ENST00000394231
84300	C6orf125	6p21.31	chromosome 6 open reading frame 125	2950798	ENST00000374231
84301	DDI2	1p36.21	DNA-damage inducible 1 homolog 2 (S. cerevisiae)	2321911	ENST00000480945
84302	C9orf125	9q31.1	chromosome 9 open reading frame 125	3218113	ENST00000374851
84303	CHCHD6	3q21.3	coiled-coil-helix-coiled-coil-helix domain containing 6	2640507	ENST00000290913
84304	NUDT22	11q13.1	nudix (nucleoside diphosphate linked moiety X)-type motif 22	3334277	NA
84305	WIBG	12q13.2	within bgcn homolog (Drosophila)	3457315	ENST00000408946
84306	PDCD2L	19q13.11	programmed cell death 2-like	3829751	ENST00000246535
84307	ZNF397	18q12.2	zinc finger protein 397	3784468	ENST00000330501
84309	NUDT16L1	16p13.3	nudix (nucleoside diphosphate linked moiety X)-type motif 16-like 1	3646349	ENST00000304301
84310	C7orf50	7p22.3	chromosome 7 open reading frame 50	3035049	ENST00000397098
84311	MRPL45	17q21.2	mitochondrial ribosomal protein L45	3719702	ENST00000312513
84312	BRMS1L	14q13.2	breast cancer metastasis-suppressor 1-like	3532560	ENST00000216807
84313	VPS25	17q21.31	vacuolar protein sorting 25 homolog (S. cerevisiae)	3722060	ENST00000253794
84314	TMEM107	17p13.1	transmembrane protein 107	3744229	ENST00000437139
84315	MON1A	3p21.31	MON1 homolog A (yeast)	2674963	ENST00000296473
84316	LSMD1	17p13.1	LSM domain containing 1	3743962	ENST00000333775
84317	CCDC115	2q21.1	coiled-coil domain containing 115	2575980	ENST00000259229
84318	CCDC77	12p13.33	coiled-coil domain containing 77	3400190	ENST00000239830
84319	C3orf26	3q12.1	chromosome 3 open reading frame 26	2633460	ENST00000421999
84320	ACBD6	1q25.1	acyl-CoA binding domain containing 6	2446447	ENST00000367595
84322	C18orf12	18q21.1	chromosome 18 open reading frame 12	3787640	NA
84324	SARNP	12q13.2	SAP domain containing ribonucleoprotein	3457201	ENST00000317269
84326	C16orf13	16p13.3	chromosome 16 open reading frame 13	3675205	ENST00000508644
84327	ZBED3	5q13.3	zinc finger, BED-type containing 3	2863451	ENST00000255198
84328	LZIC	1p36.22	leucine zipper and CTNNBIP1 domain containing	2396009	ENST00000377223
84329	HVCN1	12q24.11	hydrogen voltage-gated channel 1	3471327	ENST00000356742
84330	ZNF414	19p13.2	zinc finger protein 414	3849022	ENST00000393927
84331	FAM195A	16p13.3	family with sequence similarity 195, member A	3643114	ENST00000307650
84332	DYDC2	10q23.1	DPY30 domain containing 2	3254468	ENST00000372199
84333	PCGF5	10q23.32	polycomb group ring finger 5	3257670	ENST00000336126
84334	C14orf153	14q32.33	chromosome 14 open reading frame 153	3553833	ENST00000445352
84335	AKT1S1	19q13.33	AKT1 substrate 1 (proline-rich)	3868160	ENST00000391834
84336	TMEM101	17q21.31	transmembrane protein 101	3758790	ENST00000206380
84337	ELOF1	19p13.2	elongation factor 1 homolog (S. cerevisiae)	3851055	ENST00000252445
84340	GFM2	5q13	G elongation factor, mitochondrial 2	2862716	ENST00000296805
84342	COG8	16q22.1	component of oligomeric golgi complex 8	3696524	ENST00000288022
84343	HPS3	3q24	Hermansky-Pudlak syndrome 3	2647216	ENST00000296051
84364	ARFGAP2	11p11.2-p11.12	ADP-ribosylation factor GTPase activating protein 2	3371928	ENST00000319543
84365	MKI67IP	2q14.3	MKI67 (FHA domain) interacting nucleolar phosphoprotein	2573786	ENST00000285814
84366	PRAC	17q21	prostate cancer susceptibility candidate	3761529	ENST00000290294
84376	HOOK3	8p11.21	hook homolog 3 (Drosophila)	3096368	ENST00000307602
84417	C2orf40	2q12.2	chromosome 2 open reading frame 40	2498274	ENST00000238044
